0,1064,7,5,0,0,4,20,7,20,0
0,1066,2,0,23,0,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,22
0,777,8,0,0,0,0,0,0,0,147
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,88,0,0,7
0,398,3,0,0,77,0,0,0,0,0
0,660,8,6,12,0,4,20,8,0,36
0,356,8,4,0,0,80,88,0,0,22
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,87,0,0,8
0,660,8,6,12,0,4,20,8,0,51
0,356,8,4,0,0,80,87,0,0,23
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,37
0,777,8,0,0,0,255,0,0,0,164
0,356,8,4,0,0,80,87,0,0,53
0,310,8,0,2,0,0,0,0,0,27
0,314,8,75,0,49,0,0,0,0,158
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,0,80,88,0,0,7
0,310,8,0,2,0,0,0,0,0,42
0,356,8,4,0,0,80,87,0,0,23
0,310,8,0,2,0,0,0,0,0,57
0,356,8,4,0,0,80,87,0,0,38
0,310,8,0,2,0,0,0,0,0,12
0,476,4,2,0,0,42,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,314,8,75,0,49,0,0,0,0,158
0,356,8,4,0,0,80,88,0,0,7
0,310,8,0,2,0,0,0,0,0,42
0,356,8,4,0,0,80,88,0,0,22
0,310,8,0,2,0,0,0,0,0,57
0,380,8,0,0,0,0,16,0,0,48
0,356,8,4,0,0,80,88,0,0,37
0,476,4,2,0,0,12,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,398,3,0,0,107,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,7
0,57,2,0,192,0,0,0,0,0,0
0,892,5,0,0,0,29,19,0,0,0
0,356,8,4,0,0,80,88,0,0,22
0,398,3,0,0,77,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,48
0,57,2,0,223,0,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,3
0,356,8,4,0,0,80,88,0,0,52
0,398,3,0,0,107,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,18
0,57,2,0,238,0,0,0,0,0,0
0,319,8,0,96,0,100,0,0,0,171
0,356,8,4,0,0,80,88,0,0,22
0,773,2,0,136,0,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,48
0,57,2,0,253,0,0,0,0,0,0
0,310,8,0,2,0,0,0,0,0,12
0,476,4,2,0,0,12,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,344,8,0,0,0,0,0,0,0,25
0,57,2,0,192,0,0,0,0,0,0
0,398,3,0,0,122,0,0,0,0,0
0,660,8,6,12,0,4,20,8,0,6
0,356,8,4,0,64,80,88,0,0,18
0,319,8,0,96,0,100,0,0,0,186
0,356,8,4,0,64,80,88,0,0,33
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,64,80,88,0,0,48
0,57,2,0,238,0,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,64,80,88,0,0,3
0,398,3,0,0,122,0,0,0,0,0
