0,1064,7,5,0,0,4,20,7,20,0
0,1066,2,0,23,0,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,22
0,777,8,0,0,0,0,0,0,0,147
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,88,0,0,7
0,398,3,0,0,77,0,0,0,0,0
0,660,8,6,12,0,4,20,8,0,36
0,356,8,4,0,0,80,88,0,0,22
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,88,0,0,7
0,660,8,6,12,0,4,20,8,0,51
0,356,8,4,0,0,80,87,0,0,23
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,0,80,87,0,0,38
0,777,8,0,0,0,255,0,0,0,164
0,356,8,4,0,0,80,87,0,0,53
0,310,8,0,2,0,0,0,0,0,27
0,314,8,87,0,49,0,0,0,0,145
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,0,80,86,0,0,9
0,310,8,0,2,0,0,0,0,0,42
0,356,8,4,0,0,80,86,0,0,24
0,310,8,0,2,0,0,0,0,0,57
0,356,8,4,0,0,80,86,0,0,39
0,310,8,0,2,0,0,0,0,0,12
0,476,4,2,0,0,42,0,0,0,0
0,356,8,4,0,0,80,86,0,0,54
0,398,3,0,0,107,0,0,0,0,0
0,356,8,4,0,0,80,87,0,0,8
0,310,8,0,2,0,0,0,0,0,42
0,660,8,6,12,0,4,20,8,0,21
0,356,8,4,0,0,80,86,0,0,24
0,344,8,0,0,0,0,0,0,0,55
0,356,8,4,0,0,80,86,0,0,39
0,310,8,0,2,0,0,0,0,0,12
0,356,8,4,0,0,80,86,0,0,54
0,310,8,0,2,0,0,0,0,0,27
0,356,8,4,0,0,80,86,0,0,9
0,310,8,0,2,0,0,0,0,0,42
0,804,8,89,82,0,20,0,0,30,21
0,356,8,4,0,0,80,86,0,0,24
0,380,8,0,0,0,0,16,0,0,48
0,356,8,4,0,0,80,86,0,0,39
0,314,8,87,0,49,0,0,0,0,130
0,356,8,4,0,0,80,86,0,0,54
0,310,8,0,2,0,0,0,0,0,27
0,356,8,4,0,0,80,87,0,0,8
0,57,2,0,238,0,0,0,0,0,0
0,356,8,4,0,0,80,87,0,0,23
0,773,2,128,128,0,0,0,0,0,0
0,314,8,87,0,49,0,0,0,0,191
0,356,8,4,0,0,80,88,0,0,37
0,57,2,0,253,0,0,0,0,0,0
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,310,8,0,2,0,0,0,0,0,27
0,356,8,4,0,0,80,88,0,0,7
0,57,2,0,192,0,0,0,0,0,0
0,398,3,0,0,122,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,22
0,310,8,0,2,0,0,0,0,0,57
0,356,8,4,0,64,80,88,0,0,33
0,57,2,0,223,0,0,0,0,0,0
0,800,3,0,0,33,0,0,0,0,0
0,356,8,4,0,64,80,87,0,0,49
0,310,8,0,2,0,0,0,0,0,27
0,398,3,0,0,107,0,0,0,0,0
0,356,8,4,0,64,80,87,0,0,4
0,310,8,0,2,0,0,0,0,0,42
0,57,2,0,253,0,0,0,0,0,0
