0,1064,7,5,0,0,4,20,7,20,0
0,1066,2,0,23,0,0,0,0,0,0
0,356,8,4,0,0,80,88,0,0,22
0,777,8,0,0,0,0,0,0,0,147
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,88,0,0,7
0,398,3,0,0,77,0,0,0,0,0
0,660,8,6,12,0,4,20,8,0,36
0,356,8,4,0,0,80,89,0,0,21
0,356,8,4,0,0,80,88,0,0,37
0,356,8,4,0,0,80,88,0,0,52
0,356,8,4,0,0,80,89,0,0,6
0,660,8,6,12,0,4,20,8,0,51
0,356,8,4,0,0,80,89,0,0,21
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,0,80,89,0,0,36
0,777,8,0,0,0,255,0,0,0,164
0,356,8,4,0,0,80,89,0,0,51
0,310,8,0,2,0,0,0,0,0,27
0,314,8,74,0,49,0,0,0,0,159
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,0,80,91,0,0,4
0,314,8,74,0,49,0,0,0,0,174
0,356,8,4,0,0,80,90,0,0,20
0,310,8,0,2,0,0,0,0,0,57
0,356,8,4,0,0,80,90,0,0,35
0,310,8,0,2,0,0,0,0,0,12
0,476,4,2,0,0,42,0,0,0,0
0,356,8,4,0,0,80,91,0,0,49
0,344,8,0,0,0,0,0,0,0,25
0,356,8,4,0,0,80,91,0,0,4
0,310,8,0,2,0,0,0,0,0,42
0,356,8,4,0,0,80,91,0,0,19
0,310,8,0,2,0,0,0,0,0,57
0,380,8,0,0,0,0,16,0,0,48
0,356,8,4,0,0,80,91,0,0,34
0,476,4,2,0,0,12,0,0,0,0
0,356,8,4,0,0,80,91,0,0,49
0,314,8,74,0,49,0,0,0,0,159
0,356,8,4,0,0,80,91,0,0,4
0,57,2,0,192,0,0,0,0,0,0
0,356,8,4,0,0,80,89,0,0,21
0,398,3,0,0,77,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,48
0,57,2,0,223,0,0,0,0,0,0
0,398,3,0,0,92,0,0,0,0,0
0,476,4,2,0,0,42,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,398,3,0,0,107,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,18
0,57,2,0,238,0,0,0,0,0,0
0,344,8,0,0,0,0,0,0,0,40
0,660,8,6,12,0,4,20,8,0,51
0,773,2,0,136,0,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,48
0,57,2,0,253,0,0,0,0,0,0
0,314,8,74,0,49,0,0,0,0,128
0,476,4,2,0,0,12,0,0,0,0
0,356,8,4,0,0,80,88,0,0,52
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,64,80,88,0,0,3
0,310,8,0,2,0,0,0,0,0,42
0,356,8,4,0,64,80,88,0,0,18
0,398,3,0,0,77,0,0,0,0,0
0,57,2,0,223,0,0,0,0,0,0
0,356,8,4,0,64,80,88,0,0,33
0,398,3,0,0,92,0,0,0,0,0
0,356,8,4,0,64,80,88,0,0,48
0,57,2,0,238,0,0,0,0,0,0
0,380,8,0,0,0,0,16,0,0,18
0,356,8,4,0,64,80,88,0,0,3
0,398,3,0,0,122,0,0,0,0,0
